exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,unit,time
30,46,1,1,0,1,1,0,1,8,0,6.5554,65,1
31,44,1,1,0,1,1,0,1,8,0,6.6227,65,2
32,45,1,1,0,1,1,0,1,8,0,6.7226,65,3
33,46,1,1,0,1,1,0,1,8,0,6.7799,65,4
34,36,1,1,0,1,1,0,1,8,0,6.9383,65,5
35,45,1,1,0,1,1,0,1,8,0,7.0344,65,6
36,45,1,1,0,1,1,0,1,8,0,7.0458,65,7
20,49,1,1,1,0,1,0,0,8,0,6.3081,66,1
21,49,1,1,1,0,1,0,0,8,0,6.3969,66,2
22,47,1,1,1,0,1,0,0,8,0,6.5177,66,3
23,49,1,1,1,0,1,0,0,8,0,6.6107,66,4
24,47,1,1,1,0,1,0,0,8,0,6.6871,66,5
25,44,1,1,1,0,1,0,0,8,0,6.7708,66,6
26,48,1,1,1,0,1,0,0,8,0,6.8565,66,7
28,50,1,0,1,0,1,0,0,12,0,5.9661,67,1
29,50,1,0,1,0,1,0,0,12,0,6.0283,67,2
30,49,1,0,1,0,1,0,0,12,0,6.1527,67,3
31,50,1,0,1,0,1,0,0,12,0,6.2146,67,4
32,50,1,0,1,0,1,0,0,12,0,6.3099,67,5
33,50,1,0,1,0,1,0,0,12,0,6.4457,67,6
34,49,1,0,1,0,1,0,0,12,0,6.4770,67,7
34,40,1,1,0,1,1,0,1,12,0,6.4583,68,1
35,47,1,1,0,1,1,0,1,12,0,6.5073,68,2
36,42,1,1,0,1,1,0,1,12,0,6.5681,68,3
37,45,1,1,0,1,1,0,1,12,0,6.6682,68,4
38,47,1,1,0,1,1,0,1,12,0,6.7558,68,5
39,47,1,1,0,1,1,0,1,12,0,6.8024,68,6
40,46,1,1,0,1,1,0,1,12,0,6.9566,68,7
27,49,1,1,0,1,1,0,0,13,0,6.4052,69,1
28,46,1,1,0,1,1,0,0,13,0,6.5568,69,2
29,47,1,1,0,1,1,0,0,13,0,6.6201,69,3
30,47,1,0,0,1,1,0,0,13,0,6.6201,69,4
31,47,1,0,0,1,1,0,0,13,0,6.7032,69,5
32,48,1,0,0,1,1,0,0,13,0,6.8352,69,6
33,48,1,1,0,1,1,0,0,13,0,6.9305,69,7
8,49,0,0,0,1,1,0,0,16,0,6.4770,70,1
9,48,0,0,0,1,1,0,0,16,0,6.4770,70,2
10,49,0,0,0,1,1,0,0,16,0,6.6201,70,3
11,49,0,0,0,0,1,0,0,16,0,6.8024,70,4
12,48,0,0,0,0,1,0,0,16,0,6.9078,70,5
13,48,0,0,0,0,1,0,0,16,0,6.9078,70,6
14,48,0,0,0,0,1,0,0,16,0,7.1701,70,7
7,48,0,0,1,1,0,0,0,16,0,6.6970,71,1
8,49,0,0,1,1,0,0,0,16,0,6.8024,71,2
9,49,0,0,1,1,0,0,0,16,0,6.8977,71,3
10,48,0,0,1,1,0,0,0,16,0,6.9566,71,4
11,46,0,0,1,1,0,0,0,16,0,7.1309,71,5
12,48,0,0,1,1,0,0,0,16,0,7.2442,71,6
13,48,0,0,1,1,0,0,0,16,0,7.4018,71,7
11,40,0,0,0,0,1,0,1,17,0,6.4770,72,1
12,40,0,0,0,0,1,0,1,17,0,6.6201,72,2
13,42,0,0,0,0,1,0,1,17,0,6.6201,72,3
14,40,0,0,0,0,1,0,1,17,0,6.6846,72,4
15,40,0,0,0,0,1,0,1,17,0,6.8565,72,5
16,40,0,0,0,0,1,0,1,17,0,6.9078,72,6
17,42,0,0,0,0,1,0,1,17,0,7.0031,72,7
13,49,1,0,0,1,1,0,1,16,0,6.4615,73,1
14,49,1,0,0,1,1,0,1,16,0,6.6554,73,2
15,49,1,0,0,1,1,0,1,16,0,6.7346,73,3
16,48,0,0,0,1,1,0,1,16,0,6.8134,73,4
17,47,0,0,0,1,1,0,1,16,0,6.9147,73,5
18,47,0,0,0,1,1,0,1,16,0,6.8533,73,6
19,47,0,0,0,1,1,0,1,16,0,7.1131,73,7
3,51,1,1,1,0,0,0,0,13,0,5.4161,74,1
4,51,1,1,1,0,0,0,0,13,0,5.5215,74,2
5,51,1,1,1,0,0,0,0,13,0,5.5984,74,3
6,45,0,0,1,0,0,0,0,13,0,5.7038,74,4
7,50,0,0,1,0,0,0,0,13,0,5.7683,74,5
8,50,1,0,1,0,0,0,0,13,0,5.8861,74,6
9,52,1,0,1,0,0,0,0,13,0,5.8579,74,7
23,36,1,1,1,0,1,0,0,8,1,5.6699,75,1
24,51,1,1,1,0,1,0,0,8,1,5.9915,75,2
25,51,1,1,1,0,1,0,0,8,1,6.0868,75,3
26,24,1,1,1,0,1,0,0,8,1,6.1738,75,4
27,50,1,1,1,0,1,0,0,8,1,6.2557,75,5
28,51,1,1,1,0,1,0,0,8,1,6.4378,75,6
29,47,1,1,1,0,1,0,0,8,1,6.4457,75,7
9,51,1,0,0,1,1,0,0,13,0,5.1648,76,1
10,47,0,0,0,1,1,0,0,13,0,5.6276,76,2
11,50,1,0,0,0,1,0,0,13,0,5.8435,76,3
12,48,1,0,0,0,1,0,0,13,0,5.9610,76,4
13,47,1,0,0,0,1,0,1,13,0,6.0283,76,5
14,47,1,0,0,0,1,0,1,13,0,6.1527,76,6
15,49,1,0,0,0,1,0,0,13,0,6.2461,76,7
10,48,0,0,1,0,1,0,0,10,0,5.5215,77,1
11,52,1,0,1,0,1,0,0,10,0,5.7038,77,2
12,51,1,1,1,0,1,0,0,10,0,6.2046,77,3
13,50,1,0,1,0,1,0,0,10,0,6.0591,77,4
14,39,1,0,1,0,1,0,0,10,0,6.1985,77,5
15,29,1,1,1,0,1,0,0,10,0,6.1612,77,6
16,39,1,0,1,0,1,0,0,10,0,6.2804,77,7
37,44,1,0,0,0,1,0,0,12,0,5.7038,78,1
38,52,1,0,1,1,0,0,0,12,0,5.7838,78,2
39,46,1,0,1,1,0,0,0,12,0,5.7838,78,3
40,48,1,0,1,1,0,0,0,12,0,6.1633,78,4
41,49,1,0,1,1,0,0,0,12,0,6.2146,78,5
42,50,1,0,1,1,0,0,0,12,0,6.2146,78,6
43,50,1,0,1,1,0,0,0,12,0,6.3099,78,7
10,50,1,0,0,0,0,1,0,8,0,5.4294,79,1
11,50,1,0,0,0,0,1,0,8,0,5.4723,79,2
12,50,1,0,0,0,0,1,0,8,0,5.6455,79,3
13,50,1,0,0,0,0,1,0,8,0,5.6870,79,4
14,37,1,0,0,0,0,1,0,8,0,5.8579,79,5
15,50,1,0,0,0,0,1,0,8,0,5.9532,79,6
16,50,1,0,0,0,0,1,0,8,0,6.0521,79,7
5,48,0,1,0,0,1,0,0,17,0,6.7452,80,1
6,50,0,1,0,0,1,0,0,17,0,6.8167,80,2
7,50,0,1,0,0,1,0,0,17,0,6.6593,80,3
8,50,0,1,0,0,1,0,0,17,0,7.0901,80,4
9,50,0,1,0,0,1,0,0,17,0,7.0792,80,5
10,50,0,1,0,0,1,0,0,17,0,6.9847,80,6
11,50,0,1,0,0,1,0,0,17,0,7.2619,80,7
6,46,1,0,0,1,1,0,1,16,0,6.3544,81,1
7,48,1,0,0,1,1,0,1,16,0,6.3368,81,2
8,47,1,0,0,1,1,0,1,16,0,6.4378,81,3
9,49,1,0,0,1,1,0,1,16,0,6.3969,81,4
10,49,0,0,0,1,1,0,0,16,0,7.2335,81,5
11,49,0,0,0,1,1,0,0,16,0,7.3588,81,6
12,50,1,0,0,1,1,0,0,16,0,7.1732,81,7
22,50,1,0,1,0,1,0,1,12,0,6.6201,82,1
23,49,1,0,1,0,1,0,1,12,0,6.6657,82,2
24,44,1,0,1,0,1,0,1,12,0,6.8145,82,3
25,38,1,0,1,0,1,0,1,12,0,6.8886,82,4
26,49,1,0,1,0,1,0,1,12,0,6.9575,82,5
27,50,1,0,1,0,1,0,1,12,0,6.9334,82,6
28,36,1,0,1,0,1,0,1,12,0,7.0656,82,7
12,47,1,0,0,1,0,0,1,12,0,6.1225,83,1
13,46,1,0,0,1,0,0,1,12,0,6.0890,83,2
14,47,1,0,0,1,0,0,1,12,0,6.2916,83,3
15,42,1,0,0,1,0,0,1,12,0,6.3969,83,4
16,48,1,0,0,1,0,0,1,12,0,6.4907,83,5
17,47,1,0,0,1,0,0,1,12,0,6.5972,83,6
18,46,1,0,0,1,0,0,1,12,0,6.5639,83,7
38,42,0,0,1,1,1,0,0,17,1,6.5862,84,1
39,34,0,0,1,1,1,0,0,17,1,6.6201,84,2
40,48,0,0,1,1,1,0,0,17,1,6.6201,84,3
41,46,0,0,1,1,1,0,0,17,1,6.4019,84,4
42,49,0,0,1,1,1,0,0,17,1,6.7742,84,5
43,34,0,0,1,1,1,0,0,17,1,6.9256,84,6
44,47,0,0,1,1,1,0,0,17,1,6.7007,84,7
15,51,1,1,0,0,1,0,1,7,0,6.1633,85,1
16,49,1,1,0,0,1,0,1,7,0,6.2265,85,2
17,50,1,1,0,0,1,0,1,7,0,6.3208,85,3
18,50,1,1,0,0,0,0,1,7,0,6.4552,85,4
19,48,1,1,0,0,0,0,1,7,0,6.5147,85,5
20,50,1,1,0,0,0,0,1,7,0,6.6201,85,6
21,49,1,1,0,0,0,0,1,7,0,6.6682,85,7
3,37,0,0,1,1,0,1,0,12,0,6.2146,86,1
4,49,0,0,1,1,0,1,0,12,0,6.7154,86,2
5,38,0,0,1,1,0,1,0,12,0,6.4378,86,3
6,49,0,0,1,1,0,1,0,12,0,6.6567,86,4
7,39,0,1,1,1,0,1,0,12,0,6.6593,86,5
8,51,0,1,1,1,0,1,0,12,0,6.8648,86,6
9,48,0,0,1,1,0,1,0,12,0,6.6529,86,7
12,41,1,0,0,1,1,0,1,14,0,6.5425,87,1
13,49,1,0,0,1,1,0,1,14,0,6.6026,87,2
14,32,1,0,0,1,1,0,1,14,0,6.7464,87,3
15,50,1,0,0,1,1,0,1,14,0,6.8648,87,4
16,46,1,0,0,1,1,0,1,14,0,6.9585,87,5
17,49,1,0,0,1,1,0,1,14,0,7.0139,87,6
18,49,1,0,0,1,1,0,1,14,0,7.1156,87,7
5,49,0,1,0,1,1,0,0,15,0,6.3699,88,1
6,48,0,1,0,1,1,0,0,15,0,6.3969,88,2
7,48,0,1,0,1,1,0,0,15,0,6.5596,88,3
8,48,0,0,0,1,1,0,0,15,0,6.7310,88,4
9,48,0,0,0,1,1,0,0,15,0,6.8648,88,5
10,47,0,1,0,1,1,0,0,15,0,7.1546,88,6
11,49,0,1,0,1,1,0,0,15,0,7.2724,88,7
11,48,0,0,0,0,1,0,0,12,1,6.0521,89,1
12,47,0,0,0,0,1,0,0,12,1,6.0235,89,2
13,50,0,0,0,0,1,0,0,12,1,6.3099,89,3
14,50,0,0,0,1,1,0,0,12,1,6.3801,89,4
15,49,0,0,0,1,1,0,0,12,1,6.6593,89,5
16,49,0,0,0,1,1,0,0,12,1,6.6846,89,6
17,49,0,0,0,1,1,0,0,12,1,6.7393,89,7
1,48,0,0,0,1,0,1,0,12,0,6.2146,90,1
2,48,0,0,0,1,0,1,0,12,0,6.2146,90,2
3,48,0,0,0,1,0,1,0,12,0,6.3099,90,3
4,48,0,0,0,1,0,1,0,12,0,6.3969,90,4
5,47,0,0,0,1,0,1,0,12,0,6.2146,90,5
6,47,0,0,0,1,0,1,0,12,0,6.3969,90,6
7,49,0,0,0,1,0,1,0,12,0,6.6529,90,7
10,39,1,0,0,1,1,0,1,7,0,6.3439,91,1
11,21,1,1,0,1,1,0,1,7,0,6.4135,91,2
12,40,1,1,0,1,1,0,1,7,0,6.7274,91,3
13,50,1,1,0,1,1,0,1,7,0,6.7650,91,4
14,50,1,1,0,1,1,0,1,7,0,6.8565,91,5
15,43,1,1,0,1,1,0,1,7,0,7.0031,91,6
16,42,1,1,0,1,1,0,1,7,0,7.1701,91,7
5,50,1,0,1,0,1,0,1,14,0,6.4770,92,1
6,49,1,0,1,0,1,0,1,14,0,6.5862,92,2
7,45,1,0,1,0,1,0,1,14,0,6.7334,92,3
8,38,1,0,1,0,1,0,1,14,0,6.8134,92,4
9,48,1,0,1,0,1,0,1,14,0,6.9613,92,5
10,17,0,0,1,0,1,0,0,14,0,6.5028,92,6
11,47,0,0,1,0,1,0,1,14,0,6.7020,92,7
33,49,1,1,1,0,1,0,1,7,0,5.9915,93,1
34,34,1,1,1,0,1,0,0,7,0,6.1779,93,2
35,51,1,1,1,0,1,0,0,7,0,6.1779,93,3
36,50,1,1,1,0,1,0,1,7,0,6.3969,93,4
37,50,1,1,1,0,1,0,1,7,0,6.5013,93,5
38,46,1,1,1,0,1,0,1,7,0,6.6067,93,6
39,31,1,1,1,0,1,0,1,7,0,6.9078,93,7
11,36,0,0,0,1,1,0,1,17,0,6.7912,94,1
12,36,0,0,0,1,1,0,1,17,0,6.8459,94,2
13,38,0,0,0,1,1,0,1,17,0,6.8721,94,3
14,36,0,0,0,1,1,0,1,17,0,6.9566,94,4
15,38,0,0,0,1,1,0,1,17,0,7.0967,94,5
16,41,0,0,0,1,1,0,1,17,0,7.1608,94,6
17,34,0,0,0,1,1,0,1,17,0,7.1608,94,7
37,48,1,1,0,1,1,0,1,8,0,6.2841,95,1
38,48,1,1,0,1,1,0,1,8,0,6.3279,95,2
39,35,1,1,0,1,1,0,1,8,0,6.4770,95,3
40,47,1,1,0,1,1,0,1,8,0,6.5043,95,4
41,46,1,1,0,1,1,0,1,8,0,6.5876,95,5
42,47,1,1,0,1,1,0,1,8,0,6.7650,95,6
43,47,1,1,0,1,1,0,1,8,0,6.8101,95,7
29,50,0,1,0,1,1,0,0,16,0,6.9058,96,1
30,50,0,1,0,1,1,0,0,16,0,6.9058,96,2
31,50,0,1,0,1,1,0,0,16,0,7.3460,96,3
32,49,0,1,0,1,1,0,0,16,0,7.2079,96,4
33,49,0,1,0,1,1,0,0,16,0,7.5229,96,5
34,48,0,1,0,1,1,0,0,16,0,7.6760,96,6
35,49,0,1,0,1,1,0,0,16,0,7.7832,96,7
30,39,1,0,1,0,1,0,0,11,0,6.1093,97,1
31,50,1,0,1,0,1,0,0,11,0,6.2265,97,2
32,50,1,0,1,0,1,0,0,11,0,6.3136,97,3
33,49,1,0,1,0,1,0,0,11,0,6.4200,97,4
34,49,1,0,1,0,0,0,0,11,0,6.5147,97,5
35,49,1,0,1,0,0,0,0,11,0,6.6280,97,6
36,48,1,0,1,0,0,0,0,11,0,6.8320,97,7
16,50,0,1,1,1,1,0,0,17,0,6.7274,98,1
17,52,0,1,1,1,1,0,0,17,0,6.8977,98,2
18,52,0,0,1,1,1,0,0,17,0,6.9838,98,3
19,52,0,1,1,1,1,0,0,17,0,7.0792,98,4
20,50,0,1,1,1,1,0,0,17,0,7.1701,98,5
21,50,0,1,1,1,1,0,0,17,0,7.1476,98,6
22,50,0,1,1,1,1,0,0,17,0,7.3652,98,7
12,49,1,1,0,1,0,0,0,12,0,5.7807,99,1
13,49,1,1,0,1,0,0,0,12,0,5.8260,99,2
14,50,1,1,0,1,0,0,0,12,0,5.8464,99,3
15,45,1,1,0,1,0,0,0,12,0,5.9558,99,4
16,47,1,1,0,1,0,0,0,12,0,6.0661,99,5
17,45,0,1,0,1,0,0,0,12,0,6.1903,99,6
18,49,1,1,0,1,0,0,0,12,0,6.2364,99,7
8,44,1,0,0,1,1,0,0,11,0,5.9915,100,1
9,51,1,0,0,1,1,0,0,11,0,6.1093,100,2
10,51,1,0,0,1,1,0,0,11,0,6.3969,100,3
11,51,1,0,0,1,1,0,0,11,0,6.3969,100,4
12,50,1,0,0,1,1,0,0,11,0,6.4770,100,5
13,51,1,0,0,1,1,0,0,11,0,6.4770,100,6
14,51,1,0,0,1,1,0,0,11,0,6.5511,100,7
29,47,1,1,0,1,1,0,0,14,0,6.6970,101,1
30,47,1,1,0,1,1,0,0,14,0,6.7968,101,2
31,36,1,1,0,1,1,0,0,14,0,6.8947,101,3
32,46,1,1,0,1,1,0,0,14,0,6.9688,101,4
33,43,0,1,0,1,0,0,0,14,0,6.9256,101,5
34,44,1,1,0,1,1,0,0,14,0,7.1801,101,6
35,45,0,1,0,1,1,0,0,14,0,7.1724,101,7
3,50,0,1,0,1,0,0,0,17,0,6.6846,102,1
4,50,0,1,0,1,0,0,0,17,0,6.8024,102,2
5,49,0,1,0,1,0,0,0,17,0,6.9078,102,3
6,48,0,1,0,1,0,0,0,17,0,7.0475,102,4
7,49,0,1,0,1,0,0,0,17,0,7.0475,102,5
8,49,0,1,0,1,0,0,0,17,0,7.3132,102,6
9,49,0,1,0,1,0,0,0,17,0,7.4384,102,7
14,35,0,0,0,1,1,0,0,16,0,6.3099,103,1
15,35,0,0,0,1,1,0,0,16,0,6.5862,103,2
16,44,0,0,0,1,1,0,0,16,0,6.6201,103,3
17,43,0,0,0,1,1,0,0,16,0,6.9078,103,4
18,42,0,0,0,1,1,0,0,16,0,6.9660,103,5
19,42,0,0,0,1,1,0,0,16,0,7.0690,103,6
20,43,0,0,0,1,1,0,0,16,0,6.9566,103,7
17,52,1,1,1,1,0,0,0,7,0,5.7366,104,1
18,51,1,1,1,1,0,0,0,7,0,5.8141,104,2
19,50,1,1,1,1,0,0,0,7,0,5.8999,104,3
20,50,1,1,1,1,0,0,0,7,0,5.9402,104,4
21,50,1,1,1,1,0,0,0,7,0,6.1312,104,5
22,49,1,1,1,1,0,0,0,7,0,6.1312,104,6
23,48,1,1,1,1,0,0,0,7,0,6.1093,104,7
11,49,0,0,1,1,0,0,0,14,0,6.6720,105,1
12,48,0,0,1,1,0,0,0,14,0,6.8427,105,2
13,47,0,0,1,1,0,0,0,14,0,6.8406,105,3
14,48,0,0,1,1,0,0,0,14,0,6.8565,105,4
15,49,0,0,1,1,0,0,0,14,0,6.9948,105,5
16,46,0,0,1,1,1,0,0,14,0,7.0562,105,6
17,47,0,0,1,1,1,0,0,14,0,7.2971,105,7
6,49,0,0,1,1,1,0,0,12,0,6.3630,106,1
7,51,0,0,1,1,1,0,0,12,0,6.4770,106,2
8,50,0,0,1,1,1,0,0,12,0,6.5723,106,3
9,49,0,0,1,1,1,0,0,12,0,6.6593,106,4
10,49,0,0,1,1,1,0,0,12,0,6.8024,106,5
11,48,0,0,1,1,1,0,0,12,0,6.5889,106,6
12,49,0,1,1,1,1,0,0,12,0,6.7685,106,7
31,47,0,1,0,1,1,0,0,12,0,6.9058,107,1
32,48,0,1,0,1,1,0,0,12,0,6.9058,107,2
33,48,0,1,0,1,1,0,0,12,0,7.1309,107,3
34,45,0,1,0,1,1,0,0,12,0,7.1309,107,4
35,41,0,1,0,1,1,0,0,12,0,7.3132,107,5
36,42,0,1,0,1,1,0,0,12,0,7.3297,107,6
37,47,0,1,0,1,1,0,0,12,0,7.4955,107,7
15,31,1,1,0,0,1,0,1,12,0,6.2461,108,1
16,51,1,1,0,0,1,0,0,12,0,6.2146,108,2
17,45,1,1,0,0,1,0,1,12,0,6.4770,108,3
18,49,1,1,0,0,1,0,1,12,0,6.4968,108,4
19,48,1,1,0,0,1,0,1,12,0,6.6147,108,5
20,47,1,1,0,0,1,0,1,12,0,6.7452,108,6
21,45,1,1,0,0,1,0,1,12,0,7.1309,108,7
25,48,0,1,0,1,1,0,1,12,0,6.7452,109,1
26,48,0,1,0,1,1,0,0,12,0,6.8134,109,2
27,48,0,1,0,1,1,0,0,12,0,6.8721,109,3
28,47,0,1,0,1,1,0,0,12,0,7.1066,109,4
29,47,0,1,0,1,1,0,0,12,0,7.2442,109,5
30,47,1,1,0,1,1,0,0,12,0,7.2998,109,6
31,49,0,1,0,1,1,0,0,12,0,7.3778,109,7
37,47,0,1,0,1,1,0,1,12,0,6.5073,110,1
38,46,0,1,0,1,1,0,1,12,0,6.5511,110,2
39,46,0,1,0,1,1,0,1,12,0,6.8773,110,3
40,46,0,1,0,1,1,0,1,12,0,6.5511,110,4
41,47,0,1,0,1,1,0,1,12,0,7.0475,110,5
42,47,0,1,0,1,1,0,1,12,0,6.8341,110,6
43,40,0,1,0,1,1,0,1,12,0,6.7452,110,7
6,50,1,0,0,0,0,0,0,13,0,6.1093,111,1
7,49,1,0,0,0,0,0,0,13,0,6.3136,111,2
8,49,1,0,0,0,0,0,0,13,0,6.4536,111,3
9,49,0,0,0,1,0,0,0,13,0,6.6846,111,4
10,51,0,0,0,1,0,0,0,13,0,6.7912,111,5
11,52,0,0,0,1,0,0,0,13,0,6.8352,111,6
12,49,0,0,0,1,0,0,0,13,0,6.9679,111,7
19,49,0,0,0,1,0,0,0,13,0,6.9058,112,1
20,49,0,0,0,1,0,0,0,13,0,6.9058,112,2
21,49,0,0,0,1,0,0,0,13,0,7.1107,112,3
22,48,0,0,0,1,0,0,0,13,0,7.2513,112,4
23,46,0,0,0,1,0,0,0,13,0,7.3460,112,5
24,46,0,0,0,1,0,0,0,13,0,7.3460,112,6
25,48,0,0,0,1,0,0,0,13,0,7.2998,112,7
27,39,0,0,0,1,1,0,0,17,0,6.9058,113,1
28,36,0,0,0,1,1,0,0,17,0,6.9058,113,2
29,50,0,0,0,1,1,0,0,17,0,7.1701,113,3
30,48,0,0,0,1,1,0,0,17,0,7.4553,113,4
31,48,0,0,0,1,1,0,0,17,0,7.5601,113,5
32,39,0,0,0,1,1,0,0,17,0,7.3721,113,6
33,39,0,0,0,1,1,0,0,17,0,7.7558,113,7
29,50,0,0,0,1,1,0,0,17,0,6.2897,114,1
30,50,0,0,0,1,1,0,0,17,0,6.3613,114,2
31,50,0,0,0,0,1,0,0,17,0,6.4361,114,3
32,50,0,0,0,0,1,0,0,17,0,6.4345,114,4
33,49,0,0,0,0,1,0,0,17,0,6.4118,114,5
34,49,0,0,0,0,1,0,0,17,0,6.3699,114,6
35,49,0,0,0,0,1,0,0,17,0,6.4677,114,7
14,49,0,1,0,0,1,0,0,12,0,6.6946,115,1
15,49,0,1,0,0,1,0,0,12,0,6.7685,115,2
16,49,0,1,0,0,1,0,0,12,0,6.9078,115,3
17,49,0,1,0,0,1,0,0,12,0,7.0397,115,4
18,49,0,1,0,0,1,0,0,12,0,7.0255,115,5
19,49,0,1,0,0,1,0,0,12,0,7.2277,115,6
20,48,1,1,0,0,1,0,0,12,0,7.2123,115,7
14,50,1,1,0,0,1,0,1,14,0,6.7405,116,1
15,50,1,1,0,0,1,0,1,14,0,6.8298,116,2
16,49,1,1,0,0,1,0,1,14,0,6.8024,116,3
17,48,1,1,0,0,1,0,1,14,0,6.9470,116,4
18,50,1,1,0,0,1,0,1,14,0,7.0103,116,5
19,49,1,1,0,0,1,0,1,14,0,7.1357,116,6
20,48,1,1,0,0,1,0,1,14,0,7.0682,116,7
14,38,0,0,0,1,0,1,0,17,0,6.5793,117,1
15,36,0,0,0,1,0,1,1,17,0,6.3969,117,2
16,39,0,0,0,1,0,1,1,17,0,6.6201,117,3
17,42,0,0,0,1,0,1,1,17,0,6.7093,117,4
18,39,0,0,0,1,0,1,1,17,0,6.7685,117,5
19,27,0,0,0,1,0,1,1,17,0,6.9354,117,6
20,43,0,0,0,1,0,1,1,17,0,7.0475,117,7
25,41,1,1,0,0,1,0,1,9,0,6.5862,118,1
26,48,1,1,0,0,1,0,1,9,0,6.6846,118,2
27,48,1,1,0,0,1,0,1,9,0,6.7154,118,3
28,47,1,1,0,0,1,0,1,9,0,6.7742,118,4
29,41,1,1,0,0,1,0,1,9,0,6.8565,118,5
30,43,1,1,0,0,1,0,1,9,0,6.9167,118,6
31,47,1,1,0,0,1,0,1,9,0,6.9994,118,7
16,50,0,0,0,1,1,0,0,17,0,6.9058,119,1
17,50,0,0,0,1,1,0,0,17,0,6.9058,119,2
18,51,0,0,0,1,1,0,0,17,0,8.0864,119,3
19,49,0,0,0,1,1,0,0,17,0,8.2295,119,4
20,52,0,0,0,1,1,0,0,17,0,7.9099,119,5
21,50,0,1,0,1,1,0,0,17,0,8.1209,119,6
22,50,0,0,0,1,1,0,0,17,0,8.5370,119,7
14,51,1,1,0,1,1,0,0,12,0,6.2442,120,1
15,50,1,1,0,1,1,0,0,12,0,6.3969,120,2
16,50,1,1,0,1,1,0,0,12,0,6.9078,120,3
17,49,1,1,0,1,1,0,0,12,0,6.9078,120,4
18,50,1,1,0,1,1,0,0,12,0,6.7719,120,5
19,50,1,1,0,1,1,0,0,12,0,6.8669,120,6
20,49,1,1,0,1,1,0,0,12,0,6.9078,120,7
13,51,0,1,0,1,1,0,0,16,0,6.9058,121,1
14,49,0,1,0,1,1,0,0,16,0,6.9058,121,2
15,49,0,1,0,0,0,0,0,16,0,7.4674,121,3
16,48,0,1,0,0,0,0,0,16,0,7.5229,121,4
17,49,0,1,0,0,0,0,0,16,0,7.6009,121,5
18,50,0,1,0,0,0,0,0,16,0,7.5077,121,6
19,49,0,1,0,0,0,0,0,16,0,7.6497,121,7
15,49,1,0,0,0,1,0,1,12,0,6.6201,122,1
16,48,1,0,0,0,1,0,1,12,0,6.7142,122,2
17,48,1,0,0,0,1,0,1,12,0,6.8189,122,3
18,49,1,0,0,0,1,0,1,12,0,6.9764,122,4
19,48,1,0,0,0,1,0,1,12,0,6.9266,122,5
20,49,1,0,0,0,1,0,1,12,0,7.0031,122,6
21,50,1,0,0,0,1,0,1,12,0,7.0031,122,7
27,47,1,1,1,0,1,0,1,8,0,6.3099,123,1
28,43,1,1,1,0,1,0,1,8,0,6.5511,123,2
29,50,1,1,1,0,1,0,1,8,0,6.5653,123,3
30,47,1,1,1,0,1,0,1,8,0,6.7452,123,4
31,47,1,1,1,0,1,0,1,8,0,6.9393,123,5
32,39,1,1,1,0,1,0,1,8,0,6.9566,123,6
33,29,1,1,1,0,1,0,1,8,0,7.0031,123,7
28,49,0,0,1,0,1,0,0,16,0,6.8977,124,1
29,50,0,0,1,0,1,0,0,16,0,6.9058,124,2
30,49,0,0,1,0,1,0,0,16,0,7.1701,124,3
31,49,0,0,1,0,1,0,0,16,0,7.3132,124,4
32,49,0,0,1,0,1,0,0,16,0,7.3778,124,5
33,49,0,0,1,0,1,0,0,16,0,7.4955,124,6
34,47,0,0,1,0,1,0,0,16,0,7.4955,124,7
14,38,1,1,1,1,1,0,1,12,0,6.2206,125,1
15,49,1,1,1,1,1,0,1,12,0,6.3008,125,2
16,49,1,1,1,1,1,0,1,12,0,6.3767,125,3
17,49,1,1,1,1,1,0,1,12,0,6.5013,125,4
18,49,1,1,1,1,1,0,1,12,0,6.6201,125,5
19,49,1,1,1,1,1,0,1,12,0,6.7867,125,6
20,49,1,1,1,1,1,0,1,12,0,6.9167,125,7
3,38,1,1,0,0,1,0,0,12,0,6.4167,126,1
4,51,1,1,0,0,1,0,0,12,0,6.4892,126,2
5,49,1,1,0,0,1,0,0,12,0,6.6174,126,3
6,51,1,1,0,0,1,0,0,12,0,6.7056,126,4
7,51,1,1,0,0,1,0,0,12,0,6.8565,126,5
8,50,1,0,0,0,1,0,0,12,0,6.4378,126,6
9,52,1,0,0,0,1,0,0,12,0,5.7462,126,7
28,51,1,0,0,1,1,0,1,14,0,6.8352,127,1
29,48,1,0,0,1,1,0,1,14,0,6.9058,127,2
30,48,1,0,0,1,1,0,1,14,0,7.0817,127,3
31,45,1,0,0,1,1,0,1,14,0,7.0984,127,4
32,48,1,0,0,1,1,0,1,14,0,7.3778,127,5
33,49,1,0,0,1,1,0,1,14,0,7.4384,127,6
34,37,1,0,0,1,1,0,1,14,0,7.3524,127,7
27,48,1,0,0,0,1,0,0,12,0,5.5215,128,1
28,30,1,0,0,0,1,0,0,12,0,5.8971,128,2
29,50,1,1,0,0,1,0,1,12,0,6.3561,128,3
30,50,1,1,0,0,1,0,1,12,0,6.4770,128,4
31,49,1,1,0,0,1,0,1,12,0,6.5468,128,5
32,42,1,1,0,0,1,0,1,12,0,6.6567,128,6
33,41,1,1,0,1,1,0,0,12,0,6.7627,128,7
31,49,0,1,0,1,1,0,1,8,0,6.0707,129,1
32,48,0,1,0,1,1,0,1,8,0,6.1269,129,2
